"Players","Minutes","FG_Made","FG_Att","Threes_Made","Threes_Att","FT_Made","FT_Att","Offensive_Rebounds","Defensive_Rebounds","Rebounds","Assists","Steals","Blocks","Turnovers","Fouls","Plus_Minus","Points","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"J. Nowell",13,7,11,4,7,4,7,0,1,1,0,0,0,0,0,4,22,"G","Played",TRUE,"4278541","jaylen-nowell","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Hagans",3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0,"G","Played",TRUE,"4395722","ashton-hagans","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"N. Reid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-COACH'S DECISION",FALSE,"4396971","naz-reid","MIN","MEM","401265833",2020-12-12,TRUE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Anderson",19,5,8,2,4,0,0,0,6,6,0,0,4,1,2,1,12,"F","Played",TRUE,"2993874","kyle-anderson","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Valanciunas",22,5,8,1,2,2,4,1,8,9,1,0,1,3,2,3,13,"C","Played",TRUE,"6477","jonas-valanciunas","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Morant",25,8,12,2,3,2,2,1,3,4,11,0,0,1,1,10,20,"G","Played",TRUE,"4279888","ja-morant","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"G. Allen",22,1,8,1,6,0,0,0,1,1,1,1,0,0,0,-14,3,"G","Played",TRUE,"3135045","grayson-allen","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Brooks",22,2,12,0,3,0,0,1,2,3,5,0,0,1,4,-7,4,"G","Played",TRUE,"3155526","dillon-brooks","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"G. Dieng",16,3,6,0,3,2,2,2,4,6,2,1,2,1,2,13,8,"C","Played",TRUE,"2534781","gorgui-dieng","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"X. Tillman",15,1,5,0,2,1,2,1,1,2,1,1,0,1,1,-18,3,"C","Played",TRUE,"4277964","xavier-tillman","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Jones",19,2,7,2,6,0,0,1,2,3,3,1,1,1,3,14,6,"G","Played",TRUE,"3135046","tyus-jones","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Konchar",21,3,6,0,2,2,4,4,3,7,2,2,1,3,2,-3,8,"G","Played",TRUE,"3134932","john-konchar","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. McDermott",7,0,2,0,1,0,0,0,1,1,0,0,0,1,0,-6,0,"G","Played",TRUE,"3908903","sean-mcdermott","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Bane",22,5,8,2,3,0,1,0,4,4,2,0,0,0,3,14,12,"G","Played",TRUE,"4066320","desmond-bane","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Melton",20,4,9,1,5,2,2,0,1,1,2,0,1,0,2,15,11,"G","Played",TRUE,"4066436","deanthony-melton","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Caver",5,0,2,0,0,1,2,0,0,0,0,0,0,0,0,-7,1,"G","Played",TRUE,"3948144","ahmad-caver","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Tripp",4,1,1,0,0,4,4,1,1,2,0,1,0,1,1,-5,6,"G","Played",TRUE,"4285659","jahlil-tripp","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Guduric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-NOT WITH TEAM",FALSE,"4230554","marko-guduric","MEM","MIN","401265833",2020-12-12,FALSE,0,0,2021,"Pre-Season","W","Non-Playoff"
"E. Paschall",23,3,7,0,2,2,2,0,7,7,3,1,0,1,1,-4,8,"F","Played",TRUE,"3133817","eric-paschall","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Wiggins",19,3,8,2,6,0,2,0,0,0,1,0,0,2,4,-5,8,"F","Played",TRUE,"3059319","andrew-wiggins","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Looney",18,3,5,0,1,2,3,0,6,6,3,1,0,1,4,-2,8,"C","Played",TRUE,"3155535","kevon-looney","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. Curry",21,3,10,2,7,2,2,0,1,1,3,2,0,3,1,-3,10,"G","Played",TRUE,"3975","stephen-curry","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Oubre Jr.",22,4,10,1,6,1,1,1,3,4,2,0,3,0,1,-1,10,"G","Played",TRUE,"3133603","kelly-oubre-jr","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Smailagic",11,2,6,0,2,0,0,1,2,3,0,1,1,0,2,-1,4,"F","Played",TRUE,"4401415","alen-smailagic","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Toupane",10,0,2,0,1,0,0,0,2,2,1,0,1,1,1,2,0,"F","Played",TRUE,"3037805","axel-toupane","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Bazemore",18,4,6,0,1,5,7,0,5,5,0,0,0,3,3,2,13,"F","Played",TRUE,"6637","kent-bazemore","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Chriss",14,1,3,0,2,1,2,0,3,3,2,0,1,1,2,6,3,"F","Played",TRUE,"3907487","marquese-chriss","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Toscano-Anderson",10,0,1,0,0,1,2,0,2,2,2,0,0,1,3,5,1,"F","Played",TRUE,"4401416","juan-toscano-anderson","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Wesson",4,1,1,0,0,0,0,1,1,2,0,0,0,0,3,-1,2,"C","Played",TRUE,"4277975","kaleb-wesson","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. Wanamaker",19,2,4,0,2,4,4,0,0,0,2,1,1,1,2,5,8,"G","Played",TRUE,"6507","brad-wanamaker","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Mannion",8,0,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,"G","Played",TRUE,"4431672","nico-mannion","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Lee",12,2,2,2,2,6,7,1,1,2,0,1,0,0,0,2,12,"G","Played",TRUE,"2595209","damion-lee","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Mulder",10,3,4,3,4,1,2,0,1,1,0,0,0,0,1,4,10,"G","Played",TRUE,"3936298","mychal-mulder","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Poole",15,4,4,1,1,1,1,0,0,0,2,0,0,1,3,2,10,"G","Played",TRUE,"4277956","jordan-poole","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Sutton",4,0,2,0,1,0,0,1,0,1,1,0,0,2,0,-1,0,"G","Played",TRUE,"3913239","dwayne-sutton","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Green",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-INJURY/ILLNESS",FALSE,"6589","draymond-green","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Wiseman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-REST",FALSE,"4432808","james-wiseman","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Thompson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-RIGHT ACHILLES TENDON SURGERY",FALSE,"6475","klay-thompson","GS","DEN","401265834",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"P. Millsap",22,2,9,2,4,2,2,0,5,5,1,3,0,2,0,4,8,"F","Played",TRUE,"3015","paul-millsap","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Porter Jr.",23,3,12,1,4,0,0,2,5,7,1,0,1,2,5,2,7,"F","Played",TRUE,"4278104","michael-porter-jr","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"N. Jokic",23,9,11,1,2,7,7,4,6,10,5,1,0,0,4,0,26,"C","Played",TRUE,"3112335","nikola-jokic","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Murray",24,2,6,0,1,0,0,0,8,8,4,0,1,3,2,0,4,"G","Played",TRUE,"3936299","jamal-murray","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"G. Harris",24,5,11,1,3,0,1,0,2,2,3,2,0,1,1,4,11,"G","Played",TRUE,"2999547","gary-harris","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Green",19,1,6,0,2,0,0,1,2,3,1,0,0,1,3,-11,2,"F","Played",TRUE,"2327577","jamychal-green","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"Z. Nnaji",10,2,3,1,1,2,2,0,0,0,0,0,1,0,1,7,7,"F","Played",TRUE,"4431690","zeke-nnaji","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"V. Cancar",5,1,3,0,1,0,0,2,0,2,0,1,0,0,2,1,2,"F","Played",TRUE,"4230557","vlatko-cancar","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"I. Hartenstein",9,3,5,0,0,3,4,2,2,4,0,1,0,1,2,-8,9,"C","Played",TRUE,"4222252","isaiah-hartenstein","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"B. Bol",6,0,0,0,0,0,2,0,3,3,0,0,0,0,0,3,0,"C","Played",TRUE,"4397102","bol-bol","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"F. Campazzo",24,3,6,1,3,1,2,0,1,1,3,1,0,3,3,-6,8,"G","Played",TRUE,"2968334","facundo-campazzo","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Morris",19,5,11,0,2,0,0,0,0,0,1,0,0,1,0,-7,10,"G","Played",TRUE,"3059310","monte-morris","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"R.J. Hampton",13,1,4,0,1,2,2,0,2,2,1,0,0,1,3,4,4,"G","Played",TRUE,"4590530","rj-hampton","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"P. Dozier",18,3,6,0,1,1,3,1,0,1,0,2,0,2,5,-3,7,"G","Played",TRUE,"3923250","pj-dozier","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"W. Barton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-INJURY/ILLNESS",FALSE,"6579","will-barton","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"G. Whittington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-LEFT KNEE INFLAMMATION",FALSE,"2594920","greg-whittington","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Howard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"4065805","markus-howard","DEN","GS","401265834",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"B. Bogdanovic",17,4,10,2,6,1,1,0,4,4,1,1,0,0,2,10,11,"F","Played",TRUE,"3593","bojan-bogdanovic","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Ingles",14,0,2,0,2,0,0,0,1,1,7,1,0,1,3,1,0,"F","Played",TRUE,"2968436","joe-ingles","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"G. Niang",21,4,9,2,5,0,0,0,4,4,1,0,0,2,1,4,10,"F","Played",TRUE,"2990969","georges-niang","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. Gobert",17,1,2,0,0,4,6,0,8,8,2,1,1,0,2,10,6,"C","Played",TRUE,"3032976","rudy-gobert","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Mitchell",17,3,8,1,3,5,5,2,0,2,4,0,0,1,0,10,12,"G","Played",TRUE,"3908809","donovan-mitchell","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Brantley",15,1,2,0,1,1,2,0,2,2,2,0,0,1,1,-1,3,"F","Played",TRUE,"3912292","jarrell-brantley","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Morgan",21,4,6,3,4,0,0,2,5,7,0,0,0,1,2,11,11,"F","Played",TRUE,"3934721","juwan-morgan","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"E. Hughes",12,4,6,1,3,0,1,0,2,2,1,0,0,1,1,-2,9,"F","Played",TRUE,"4066446","elijah-hughes","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Favors",14,4,5,0,0,0,0,2,1,3,0,1,0,0,1,-1,8,"C","Played",TRUE,"4257","derrick-favors","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"U. Azubuike",13,3,4,0,0,0,3,0,3,3,0,0,2,2,3,1,6,"C","Played",TRUE,"4066299","udoka-azubuike","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Clarkson",22,7,15,5,10,0,0,0,3,3,0,0,0,3,3,4,19,"G","Played",TRUE,"2528426","jordan-clarkson","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Forrest",12,2,2,0,0,2,2,0,1,1,1,1,0,1,2,-4,6,"G","Played",TRUE,"4065656","trent-forrest","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Oni",25,1,6,1,5,0,0,1,2,3,1,1,0,1,0,16,3,"G","Played",TRUE,"4066851","miye-oni","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Williams-Goss",14,3,4,2,2,7,7,0,2,2,1,2,0,2,1,9,15,"G","Played",TRUE,"3064457","nigel-williams-goss","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"J. Toolson",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"G","Played",TRUE,"3135098","jake-toolson","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. O'Neale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-REST",FALSE,"2583632","royce-oneale","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. Gill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","DNP-COACH'S DECISION",FALSE,"4278582","romaro-gill","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"M. Conley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-REST",FALSE,"3195","mike-conley","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. Harrison",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-RIGHT HAND",FALSE,"2991274","shaquille-harrison","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Bluiett",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"3136481","trevon-bluiett","UTAH","PHX","401265835",2020-12-12,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Johnson",15,1,4,0,0,0,0,0,2,2,0,0,0,0,0,-5,2,"F","Played",TRUE,"3138196","cameron-johnson","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Bridges",23,6,10,0,1,2,3,0,1,1,0,0,0,0,2,-11,14,"F","Played",TRUE,"3147657","mikal-bridges","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Ayton",22,5,11,0,2,1,2,4,10,14,3,0,0,3,3,-5,11,"C","Played",TRUE,"4278129","deandre-ayton","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Payne",30,4,10,0,2,0,0,1,5,6,4,2,0,3,3,-20,8,"G","Played",TRUE,"3064230","cameron-payne","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Booker",24,5,14,1,5,5,5,0,1,1,6,0,0,3,3,-8,16,"G","Played",TRUE,"3136193","devin-booker","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Smith",18,2,4,1,3,0,0,0,3,3,0,0,0,2,0,0,5,"F","Played",TRUE,"4397189","jalen-smith","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Motley",8,1,2,0,1,4,6,1,3,4,0,0,0,1,2,-6,6,"F","Played",TRUE,"3059306","johnathan-motley","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"A. Nader",14,2,6,1,1,2,2,0,5,5,0,0,0,0,1,-7,7,"F","Played",TRUE,"2595435","abdel-nader","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Jones",18,1,2,0,0,0,0,3,4,7,2,0,2,0,1,-3,2,"C","Played",TRUE,"3064559","damian-jones","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Carter",32,2,8,2,6,2,2,1,2,3,6,2,0,1,5,-6,8,"G","Played",TRUE,"3133635","jevon-carter","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"E. Moore",14,4,8,1,1,0,0,1,0,1,1,1,0,1,2,4,9,"G","Played",TRUE,"6460","etwaun-moore","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"L. Galloway",16,6,10,4,7,1,1,0,1,1,0,0,0,0,1,-2,17,"G","Played",TRUE,"2530572","langston-galloway","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"T. Alexander",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,"G","Played",TRUE,"4278555","ty-shon-alexander","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Crowder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"6581","jae-crowder","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Saric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-RIGHT QUAD",FALSE,"3032978","dario-saric","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Paul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-RIGHT ANKLE SORENESS",FALSE,"2779","chris-paul","PHX","UTAH","401265835",2020-12-12,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"J. Collins",29,4,13,1,3,4,7,3,8,11,4,0,0,1,4,7,13,"F","Played",TRUE,"3908845","john-collins","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Hunter",30,5,7,2,3,3,4,1,6,7,2,0,0,3,5,8,15,"F","Played",TRUE,"4065732","deandre-hunter","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Capela",27,5,9,0,0,2,8,4,8,12,1,0,0,0,3,-11,12,"C","Played",TRUE,"3102529","clint-capela","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Young",32,6,13,4,8,5,6,0,4,4,7,1,1,8,4,-1,21,"G","Played",TRUE,"4277905","trae-young","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Huerter",32,3,12,2,7,0,0,2,7,9,3,0,0,3,1,6,8,"G","Played",TRUE,"4066372","kevin-huerter","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"D. Gallinari",28,5,9,2,6,5,5,0,7,7,3,2,0,1,3,11,17,"F","Played",TRUE,"3428","danilo-gallinari","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. Fernando",10,1,1,0,0,0,0,1,4,5,0,0,0,0,2,8,2,"F","Played",TRUE,"4277952","bruno-fernando","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. Hill",15,2,5,2,5,4,4,1,3,4,1,0,0,1,0,4,10,"F","Played",TRUE,"2488958","solomon-hill","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. Goodwin",9,0,5,0,1,0,0,0,0,0,4,1,0,0,0,1,0,"G","Played",TRUE,"3057198","brandon-goodwin","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"B. Bogdanovic",27,7,15,4,10,0,0,0,2,2,2,0,0,1,3,12,18,"G","Played",TRUE,"3037789","bogdan-bogdanovic","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"N. Knight",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-COACH'S DECISION",FALSE,"4067325","nathan-knight","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"O. Okongwu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F","DNP-LEFT FOOT",FALSE,"4431680","onyeka-okongwu","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"R. Rondo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-RIGHT KNEE SORENESS",FALSE,"3026","rajon-rondo","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"K. Dunn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-RIGHT KNEE INJURY",FALSE,"2991139","kris-dunn","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"T. Snell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-INJURY/ILLNESS",FALSE,"2528353","tony-snell","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"S. Mays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-COACH'S DECISION",FALSE,"4066269","skylar-mays","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"C. Reddish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"G","DNP-RIGHT ANKLE SORENESS",FALSE,"4395627","cam-reddish","ATL","ORL","401265836",2020-12-13,TRUE,0,0,2021,"Pre-Season","W","Non-Playoff"
"A. Gordon",19,5,14,1,2,4,5,4,2,6,0,3,0,2,4,-1,15,"F","Played",TRUE,"3064290","aaron-gordon","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"D. Bacon",29,4,10,0,2,0,0,0,3,3,2,1,0,0,2,-11,8,"F","Played",TRUE,"3907821","dwayne-bacon","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"N. Vucevic",33,6,17,0,5,2,4,2,13,15,3,0,1,1,3,-15,14,"C","Played",TRUE,"6478","nikola-vucevic","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"M. Fultz",31,9,19,2,2,1,2,0,5,5,4,2,0,1,1,-11,21,"G","Played",TRUE,"4066636","markelle-fultz","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"E. Fournier",28,5,11,3,6,0,0,0,1,1,3,0,0,3,6,-6,13,"G","Played",TRUE,"6588","evan-fournier","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"C. Okeke",13,1,3,1,3,0,0,0,2,2,1,1,0,0,2,2,3,"F","Played",TRUE,"4278052","chuma-okeke","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"G. Clark",16,2,8,1,7,0,0,0,5,5,1,1,0,0,3,-13,5,"F","Played",TRUE,"3132042","gary-clark","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
"K. Birch",14,1,3,0,0,4,4,1,4,5,0,0,2,0,1,9,6,"C","Played",TRUE,"2578240","khem-birch","ORL","ATL","401265836",2020-12-13,FALSE,0,0,2021,"Pre-Season","L","Non-Playoff"
