"Players","MIN","FG_Made","FG_Att","THREES_Made","THREES_Att","FT_Made","FT_Att","OREB","DREB","REB","AST","STL","BLK","TO","PF","PLUS_MINUS","PTS","Position","Reason_For_Benching","Played","Player_Id","Player_Id_Str","Team","Opponent","Game_Id","Date","Home","Neutral","OT_Rounds","Season","Season_Type","Result","Playoff_Round"
"M. World Peace","6","0","2","0","1","0","0","0","1","1","0","1","0","0","2","-5","0","F","Played",TRUE,"25","metta-world-peace","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"T. Mozgov","21","2","7","0","0","0","0","0","5","5","1","0","0","4","4","-10","4","C","Played",TRUE,"4298","timofey-mozgov","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"L. Williams","22","3","8","2","4","2","3","0","4","4","3","1","0","1","1","-2","10","G","Played",TRUE,"2799","lou-williams","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"D. Russell","24","7","14","4","8","3","4","0","4","4","5","1","0","4","1","1","21","G","Played",TRUE,"3136776","dangelo-russell","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"L. Nance Jr.","18","4","7","0","1","3","4","1","4","5","0","1","0","2","2","10","11","F","Played",TRUE,"2580365","larry-nance-jr","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"T. Robinson","9","0","1","0","0","0","2","1","0","1","0","0","0","0","0","-14","0","F","Played",TRUE,"6618","thomas-robinson","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"T. Wear","6","0","2","0","2","0","0","1","1","2","0","0","0","1","1","-10","0","F","Played",TRUE,"2488674","travis-wear","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"A. Brown","17","1","5","0","2","0","0","0","3","3","0","0","0","0","1","-9","2","F","Played",TRUE,"2531362","anthony-brown","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"Y. Jianlian","10","1","6","0","2","1","2","0","4","4","1","0","0","0","0","-9","3","F","Played",TRUE,"3214","yi-jianlian","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"B. Ingram","17","2","8","1","2","1","2","1","1","2","2","1","1","0","1","18","6","F","Played",TRUE,"3913176","brandon-ingram","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"T. Black","13","3","5","0","0","0","0","2","2","4","0","1","0","2","4","9","6","C","Played",TRUE,"2528393","tarik-black","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"I. Zubac","3","1","2","0","0","0","0","0","1","1","0","0","2","0","0","8","2","C","Played",TRUE,"4017837","ivica-zubac","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"J. Clarkson","20","6","12","1","4","2","2","1","1","2","2","4","0","1","2","13","15","G","Played",TRUE,"2528426","jordan-clarkson","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"M. Huertas","10","1","3","0","0","0","0","0","2","2","3","1","0","0","1","0","2","G","Played",TRUE,"2968363","marcelinho-huertas","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"J. Jacobs","6","1","2","0","0","1","3","0","0","0","0","0","0","1","1","-10","3","G","Played",TRUE,"3064450","julian-jacobs","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"J. Calderon","8","0","1","0","0","0","0","0","0","0","1","0","0","0","0","5","0","G","Played",TRUE,"2806","jose-calderon","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"N. Young","10","2","4","2","3","0","0","0","1","1","0","0","0","0","1","-10","6","G","Played",TRUE,"3243","nick-young","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"L. Deng","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-BRUISED LEFT KNEE",FALSE,"2429","luol-deng","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"Z. Auguste","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2991247","zach-auguste","LAL","DEN","400889800",2016-10-07,TRUE,0,0,2017,"Pre-Season","L","Non-Playoff"
"W. Chandler","25","5","12","1","6","4","4","1","7","8","3","1","1","0","1","6","15","F","Played",TRUE,"3194","wilson-chandler","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Nurkic","27","5","12","0","0","8","9","5","9","14","2","4","1","6","2","-4","18","C","Played",TRUE,"3102530","jusuf-nurkic","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"N. Jokic","29","3","9","0","2","2","2","3","7","10","3","4","1","2","3","2","8","C","Played",TRUE,"3112335","nikola-jokic","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"W. Barton","31","6","14","2","4","6","6","0","3","3","2","2","0","0","2","-5","20","G","Played",TRUE,"6579","will-barton","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"E. Mudiay","24","2","10","0","2","0","1","0","1","1","6","0","0","4","2","-1","4","G","Played",TRUE,"3892818","emmanuel-mudiay","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Hernangomez","19","2","5","1","2","3","4","2","4","6","1","1","0","0","5","-1","8","F","Played",TRUE,"4017839","juancho-hernangomez","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"R. Hummel","9","0","0","0","0","0","0","0","1","1","0","0","0","0","1","14","0","F","Played",TRUE,"6633","robbie-john-hummel","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Stokes","14","2","4","0","0","0","0","2","4","6","0","0","0","1","1","7","4","C","Played",TRUE,"2614962","jarnell-stokes","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Murray","32","6","17","2","6","2","2","0","7","7","6","0","1","2","0","10","16","G","Played",TRUE,"3936299","jamal-murray","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"M. Miller","3","0","1","0","1","0","0","0","0","0","0","1","0","0","1","-11","0","G","Played",TRUE,"558","mike-miller","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"M. Beasley","12","2","8","0","2","2","2","1","2","3","0","0","1","1","2","12","6","G","Played",TRUE,"3907822","malik-beasley","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Nelson","16","1","4","0","2","0","0","1","0","1","2","0","0","2","0","-9","2","G","Played",TRUE,"2439","jameer-nelson","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"D. Gallinari","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3428","danilo-gallinari","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"D. Arthur","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-LEFT KNEE SURGERY",FALSE,"3413","darrell-arthur","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"K. Faried","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"6433","kenneth-faried","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"A. Toupane","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3037805","axel-toupane","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Sampson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2608891","jakarr-sampson","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"N. Wolters","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2491079","nate-wolters","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"D.J. Kennedy","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"6574","dj-kennedy","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"G. Harris","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-RIGHT GROIN STRAIN",FALSE,"2999547","gary-harris","DEN","LAL","400889800",2016-10-07,FALSE,0,0,2017,"Pre-Season","W","Non-Playoff"
"J. Randle","28","7","13","0","0","2","4","1","3","4","5","0","0","1","4","12","16","F","Played",TRUE,"3064514","julius-randle","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"T. Mozgov","14","1","3","0","0","0","0","0","2","2","0","1","0","1","1","-3","2","C","Played",TRUE,"4298","timofey-mozgov","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"L. Williams","29","8","15","4","7","5","5","0","3","3","2","0","0","0","1","8","25","G","Played",TRUE,"2799","lou-williams","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Russell","32","13","19","4","7","3","4","0","1","1","3","3","0","2","5","10","33","G","Played",TRUE,"3136776","dangelo-russell","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"N. Young","32","5","8","2","5","2","2","0","4","4","1","2","0","0","3","6","14","G","Played",TRUE,"3243","nick-young","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"L. Nance Jr.","17","0","4","0","2","2","2","0","1","1","1","1","0","1","2","0","2","F","Played",TRUE,"2580365","larry-nance-jr","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"T. Robinson","9","0","0","0","0","1","2","0","2","2","0","2","0","0","5","13","1","F","Played",TRUE,"6618","thomas-robinson","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"B. Ingram","19","1","2","0","0","2","6","0","2","2","0","1","3","0","1","0","4","F","Played",TRUE,"3913176","brandon-ingram","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"T. Black","16","1","4","0","0","3","4","1","4","5","0","2","1","2","3","2","5","C","Played",TRUE,"2528393","tarik-black","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"I. Zubac","9","1","2","0","0","0","0","0","1","1","2","0","0","0","2","-3","2","C","Played",TRUE,"4017837","ivica-zubac","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. Clarkson","19","3","7","2","4","4","5","0","2","2","3","0","0","3","2","1","12","G","Played",TRUE,"2528426","jordan-clarkson","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. Calderon","16","3","4","2","3","0","0","0","2","2","1","1","0","0","0","-1","8","G","Played",TRUE,"2806","jose-calderon","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"L. Deng","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-BRUISED LEFT KNEE",FALSE,"2429","luol-deng","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"T. Wear","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2488674","travis-wear","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"A. Brown","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2531362","anthony-brown","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"Z. Auguste","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2991247","zach-auguste","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"M. World Peace","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"25","metta-world-peace","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"Y. Jianlian","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3214","yi-jianlian","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"M. Huertas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2968363","marcelinho-huertas","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"J. Jacobs","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"3064450","julian-jacobs","LAL","DEN","400889801",2016-10-09,TRUE,1,0,2017,"Pre-Season","W","Non-Playoff"
"D. Gallinari","28","3","5","2","3","11","12","0","3","3","3","0","0","1","0","7","19","F","Played",TRUE,"3428","danilo-gallinari","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"K. Faried","25","3","5","0","0","4","8","2","6","8","2","1","1","1","1","8","10","F","Played",TRUE,"6433","kenneth-faried","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Nurkic","31","6","10","0","0","9","12","4","12","16","3","0","0","3","3","0","21","C","Played",TRUE,"3102530","jusuf-nurkic","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"W. Barton","29","7","13","0","3","1","1","1","1","2","0","1","3","4","3","0","15","G","Played",TRUE,"6579","will-barton","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"E. Mudiay","27","5","13","0","4","4","6","0","4","4","7","2","0","3","4","6","14","G","Played",TRUE,"3892818","emmanuel-mudiay","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Hernangomez","25","6","10","1","2","0","2","2","7","9","0","1","0","2","3","-10","13","F","Played",TRUE,"4017839","juancho-hernangomez","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"R. Hummel","17","3","6","2","3","2","2","0","2","2","1","0","0","0","1","-16","10","F","Played",TRUE,"6633","robbie-john-hummel","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Stokes","17","2","5","0","0","0","0","4","2","6","1","0","0","0","6","-9","4","C","Played",TRUE,"2614962","jarnell-stokes","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Murray","21","3","8","0","2","0","2","2","1","3","4","0","0","4","1","-15","6","G","Played",TRUE,"3936299","jamal-murray","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. Beasley","20","1","7","1","5","0","0","0","1","1","0","0","0","2","2","-16","3","G","Played",TRUE,"3907822","malik-beasley","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"W. Chandler","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3194","wilson-chandler","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"D. Arthur","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-LEFT KNEE SURGERY",FALSE,"3413","darrell-arthur","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"A. Toupane","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"3037805","axel-toupane","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"J. Sampson","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","DNP-COACH'S DECISION",FALSE,"2608891","jakarr-sampson","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"N. Jokic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","C","DNP-COACH'S DECISION",FALSE,"3112335","nikola-jokic","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"N. Wolters","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"2491079","nate-wolters","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
"M. Miller","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","G","DNP-COACH'S DECISION",FALSE,"558","mike-miller","DEN","LAL","400889801",2016-10-09,FALSE,1,0,2017,"Pre-Season","L","Non-Playoff"
