"Shot","Description","Home","Quarter","Player_Id","Left","Top","Made","Game_Id"
"76"" ","Amir Johnson makes 3-foot dunk (T.J. McConnell assists)","away","3","2769","7.777777777777778","52.0",1,"401070213"
"77"" ","T.J. McConnell makes driving layup","away","3","2530530","5.555555555555555","48.0",1,"401070213"
"80"" ","Markelle Fultz misses layup","away","3","4066636","6.666666666666667","42.00000000000001",0,"401070213"
"83"" ","Joel Embiid misses 8-foot two point shot","away","4","3059318","10.0","38.0",0,"401070213"
"84"" ","JJ Redick makes 19-foot pullup jump shot (Joel Embiid assists)","away","4","3024","21.11111111111111","26.0",1,"401070213"
"87"" ","Joel Embiid misses 27-foot three point jumper","away","4","3059318","25.555555555555554","86.0",0,"401070213"
"88"" ","Joel Embiid makes 8-foot two point shot","away","4","3059318","11.11111111111111","40.0",1,"401070213"
"89"" ","Dario Saric misses 28-foot three point jumper","away","4","3032978","33.33333333333333","74.0",0,"401070213"
"90"" ","Ben Simmons makes two point shot (JJ Redick assists)","away","4","3907387","4.444444444444445","54.0",1,"401070213"
"91"" ","JJ Redick makes 27-foot three point jumper (Ben Simmons assists)","away","4","3024","28.888888888888886","80.0",1,"401070213"
"92"" ","JJ Redick makes 3-foot layup (Dario Saric assists)","away","4","3024","7.777777777777778","52.0",1,"401070213"
"93"" ","Ben Simmons makes two point shot","away","4","3907387","6.666666666666667","52.0",1,"401070213"
"97"" ","Dario Saric misses layup","away","4","3032978","5.555555555555555","52.0",0,"401070213"
"98"" ","JJ Redick misses 26-foot three point jumper","away","4","3024","28.888888888888886","22.0",0,"401070213"
"101"" ","Al Horford blocks Joel Embiid 's 4-foot layup","away","4","3059318","6.666666666666667","56.0",0,"401070213"
"102"" ","Ben Simmons misses 6-foot two point shot","away","4","3907387","8.88888888888889","42.00000000000001",0,"401070213"
"103"" ","Dario Saric misses 27-foot three point jumper","away","4","3032978","33.33333333333333","68.0",0,"401070213"
"104"" ","Joel Embiid makes 4-foot two point shot","away","4","3059318","6.666666666666667","43.99999999999999",1,"401070213"
"105"" ","Joel Embiid misses 27-foot three point jumper","away","4","3059318","33.33333333333333","62.0",0,"401070213"
"108"" ","Ben Simmons misses 16-foot two point shot","away","4","3907387","20.0","68.0",0,"401070213"
"109"" ","Landry Shamet misses 25-foot three point jumper","away","4","3914044","25.555555555555554","16.0",0,"401070213"
"110"" ","T.J. McConnell misses 7-foot two point shot","away","4","2530530","7.777777777777778","36.0",0,"401070213"
"0"" class=""missed"" ","Jayson Tatum misses 26-foot three point jumper","home","1","4065648","70.22222222222223","20.0",0,"401070213"
"1"" class=""missed"" ","Jaylen Brown misses two point shot","home","1","3917376","91.33333333333333","50.0",0,"401070213"
"2"" class=""missed"" ","Jayson Tatum misses driving layup","home","1","4065648","93.55555555555556","40.0",0,"401070213"
"3"" class=""missed"" ","Gordon Hayward misses two point shot","home","1","4249","91.33333333333333","48.0",0,"401070213"
"4"" class=""missed"" ","Jaylen Brown misses two point shot","home","1","3917376","92.44444444444444","48.0",0,"401070213"
"5"" class=""made"" ","Jayson Tatum makes 15-foot pullup jump shot (Kyrie Irving assists)","home","1","4065648","78.0","38.0",1,"401070213"
"6"" class=""missed"" ","Kyrie Irving misses 18-foot step back jumpshot","home","1","6442","73.55555555555556","48.0",0,"401070213"
"7"" class=""made"" ","Jaylen Brown makes 13-foot jumper (Jayson Tatum assists)","home","1","3917376","90.22222222222223","26.0",1,"401070213"
"8"" class=""missed"" ","Al Horford misses 8-foot step back jumpshot","home","1","3213","85.77777777777777","57.99999999999999",0,"401070213"
"9"" class=""made"" ","Jayson Tatum makes 25-foot step back jumpshot (Kyrie Irving assists)","home","1","4065648","88.0","2.0",1,"401070213"
"10"" class=""missed"" ","Kyrie Irving misses 25-foot three point jumper","home","1","6442","73.55555555555556","88.0",0,"401070213"
"11"" class=""missed"" ","Robert Covington blocks Jaylen Brown's driving layup","home","1","3917376","91.33333333333333","50.0",0,"401070213"
"14"" class=""made"" ","Jayson Tatum makes 19-foot pullup jump shot (Kyrie Irving assists)","home","1","4065648","72.44444444444444","42.0",1,"401070213"
"15"" class=""made"" ","Jaylen Brown makes driving layup","home","1","3917376","92.44444444444444","48.0",1,"401070213"
"18"" class=""missed"" ","Terry Rozier misses two point shot","home","1","3074752","91.33333333333333","50.0",0,"401070213"
"19"" class=""missed"" ","Kyrie Irving misses 26-foot three point jumper","home","1","6442","72.44444444444444","86.0",0,"401070213"
"20"" class=""made"" ","Marcus Morris makes 19-foot pullup jump shot","home","1","6462","76.88888888888889","74.0",1,"401070213"
"21"" class=""made"" ","Al Horford makes driving layup (Terry Rozier assists)","home","1","3213","93.55555555555556","54.0",1,"401070213"
"23"" class=""missed"" ","Jaylen Brown misses 24-foot three point jumper","home","1","3917376","94.66666666666667","2.0",0,"401070213"
"24"" class=""made"" ","Terry Rozier makes 2-foot layup (Jaylen Brown assists)","home","1","3074752","92.44444444444444","46.0",1,"401070213"
"25"" class=""missed"" ","Marcus Morris misses 25-foot three point jumper","home","1","6462","84.66666666666667","2.0",0,"401070213"
"26"" class=""missed"" ","Terry Rozier misses 20-foot pullup jump shot","home","1","3074752","75.77777777777777","28.0",0,"401070213"
"27"" class=""missed"" ","Jayson Tatum misses 22-foot jumper","home","1","4065648","83.55555555555556","10.0",0,"401070213"
"28"" class=""missed"" ","Aron Baynes misses 26-foot three point jumper","home","1","2968439","66.88888888888889","68.0",0,"401070213"
"29"" class=""missed"" ","Ben Simmons blocks Aron Baynes 's 4-foot two point shot","home","1","2968439","91.33333333333333","57.99999999999999",0,"401070213"
"30"" class=""made"" ","Gordon Hayward makes 14-foot pullup jump shot","home","2","4249","81.33333333333334","68.0",1,"401070213"
"31"" class=""missed"" ","Jayson Tatum misses 10-foot step back jumpshot","home","2","4065648","90.22222222222223","68.0",0,"401070213"
"32"" class=""made"" ","Gordon Hayward makes 19-foot jumper","home","2","4249","76.88888888888889","28.0",1,"401070213"
"33"" class=""missed"" ","Gordon Hayward misses 10-foot pullup jump shot","home","2","4249","88.0","66.0",0,"401070213"
"34"" class=""made"" ","Marcus Smart makes 25-foot three point jumper (Aron Baynes assists)","home","2","2990992","80.22222222222223","6.0",1,"401070213"
"35"" class=""missed"" ","Marcus Smart misses 28-foot three point jumper","home","2","2990992","69.11111111111111","84.0",0,"401070213"
"36"" class=""made"" ","Jayson Tatum makes two point shot","home","2","4065648","93.55555555555556","46.0",1,"401070213"
"37"" class=""missed"" ","Aron Baynes misses dunk","home","2","2968439","91.33333333333333","46.0",0,"401070213"
"38"" class=""made"" ","Terry Rozier makes 20-foot pullup jump shot","home","2","3074752","73.55555555555556","36.0",1,"401070213"
"39"" class=""missed"" ","Gordon Hayward misses 15-foot pullup jump shot","home","2","4249","78.0","40.0",0,"401070213"
"40"" class=""missed"" ","Jayson Tatum misses 23-foot three point jumper","home","2","4065648","90.22222222222223","96.0",0,"401070213"
"41"" class=""missed"" ","Gordon Hayward misses driving layup","home","2","4249","91.33333333333333","50.0",0,"401070213"
"42"" class=""missed"" ","Kyrie Irving misses 11-foot pullup jump shot","home","2","6442","91.33333333333333","72.0",0,"401070213"
"45"" class=""made"" ","Al Horford makes alley oop layup (Marcus Smart assists)","home","2","3213","92.44444444444444","50.0",1,"401070213"
"46"" class=""made"" ","Marcus Morris makes 24-foot three point jumper (Marcus Smart assists)","home","2","6462","79.11111111111111","90.0",1,"401070213"
"47"" class=""missed"" ","Kyrie Irving misses layup","home","2","6442","90.22222222222223","56.00000000000001",0,"401070213"
"48"" class=""missed"" ","Joel Embiid blocks Jaylen Brown's two point shot","home","2","3917376","93.55555555555556","56.00000000000001",0,"401070213"
"49"" class=""made"" ","Marcus Smart makes 28-foot three point jumper (Jaylen Brown assists)","home","2","2990992","65.77777777777777","24.0",1,"401070213"
"50"" class=""missed"" ","Kyrie Irving misses 26-foot three point jumper","home","2","6442","69.11111111111111","78.0",0,"401070213"
"51"" class=""made"" ","Al Horford makes 1-foot two point shot (Marcus Smart assists)","home","2","3213","92.44444444444444","48.0",1,"401070213"
"52"" class=""missed"" ","Marcus Morris misses 26-foot three point jumper","home","2","6462","73.55555555555556","88.0",0,"401070213"
"53"" class=""missed"" ","Kyrie Irving misses 25-foot three point jumper","home","2","6442","80.22222222222223","94.0",0,"401070213"
"54"" class=""missed"" ","Jaylen Brown misses 3-foot tip shot","home","2","3917376","91.33333333333333","52.0",0,"401070213"
"55"" class=""missed"" ","Jaylen Brown misses two point shot","home","2","3917376","93.55555555555556","50.0",0,"401070213"
"56"" class=""made"" ","Terry Rozier makes 18-foot step back jumpshot","home","2","3074752","73.55555555555556","52.0",1,"401070213"
"57"" class=""missed"" ","Kyrie Irving misses 28-foot three point jumper","home","2","6442","69.11111111111111","16.0",0,"401070213"
"58"" class=""made"" ","Jayson Tatum makes 19-foot step back jumpshot","home","2","4065648","78.0","26.0",1,"401070213"
"59"" class=""made"" ","Aron Baynes makes 2-foot dunk (Al Horford assists)","home","3","2968439","91.33333333333333","52.0",1,"401070213"
"60"" class=""made"" ","Al Horford makes 13-foot jumper (Kyrie Irving assists)","home","3","3213","86.88888888888889","28.0",1,"401070213"
"63"" class=""made"" ","Aron Baynes makes 26-foot three point jumper (Jayson Tatum assists)","home","3","2968439","66.88888888888889","28.0",1,"401070213"
"64"" class=""missed"" ","Joel Embiid blocks Kyrie Irving 's 5-foot driving layup","home","3","6442","89.11111111111111","54.0",0,"401070213"
"65"" class=""made"" ","Kyrie Irving makes 27-foot three point jumper (Al Horford assists)","home","3","6442","69.11111111111111","82.0",1,"401070213"
"66"" class=""missed"" ","Jaylen Brown misses 25-foot three point jumper","home","3","3917376","72.44444444444444","20.0",0,"401070213"
"67"" class=""made"" ","Jayson Tatum makes 1-foot driving dunk","home","3","4065648","94.66666666666667","52.0",1,"401070213"
"68"" class=""missed"" ","Jayson Tatum misses 28-foot three point jumper","home","3","4065648","71.33333333333333","88.0",0,"401070213"
"69"" class=""missed"" ","Kyrie Irving misses 27-foot three point jumper","home","3","6442","66.88888888888889","24.0",0,"401070213"
"70"" class=""missed"" ","Jayson Tatum misses 26-foot three point jumper","home","3","4065648","70.22222222222223","18.0",0,"401070213"
"71"" class=""made"" ","Jayson Tatum makes two point shot","home","3","4065648","91.33333333333333","50.0",1,"401070213"
"73"" class=""missed"" ","Terry Rozier misses 27-foot three point jumper","home","3","3074752","71.33333333333333","14.0",0,"401070213"
"74"" class=""missed"" ","Jayson Tatum misses two point shot","home","3","4065648","91.33333333333333","57.99999999999999",0,"401070213"
"75"" class=""made"" ","Jayson Tatum makes tip shot","home","3","4065648","93.55555555555556","50.0",1,"401070213"
"76"" class=""made"" ","Gordon Hayward makes 21-foot pullup jump shot","home","3","4249","71.33333333333333","62.0",1,"401070213"
"77"" class=""missed"" ","Terry Rozier misses two point shot","home","3","3074752","93.55555555555556","57.99999999999999",0,"401070213"
"78"" class=""missed"" ","Gordon Hayward misses two point shot","home","3","4249","91.33333333333333","54.0",0,"401070213"
"79"" class=""made"" ","Marcus Morris makes tip shot","home","3","6462","93.55555555555556","50.0",1,"401070213"
"80"" class=""made"" ","Marcus Morris makes 17-foot step back jumpshot","home","3","6462","79.11111111111111","28.0",1,"401070213"
"81"" class=""missed"" ","Marcus Smart misses 27-foot three point jumper","home","3","2990992","72.44444444444444","88.0",0,"401070213"
"82"" class=""missed"" ","Gordon Hayward misses 27-foot three point jumper","home","3","4249","68.0","22.0",0,"401070213"
"85"" class=""made"" ","Marcus Morris makes tip shot","home","3","6462","93.55555555555556","50.0",1,"401070213"
"86"" class=""made"" ","Marcus Morris makes 18-foot jumper","home","3","6462","85.77777777777777","84.0",1,"401070213"
"87"" class=""made"" ","Jaylen Brown makes 28-foot three point jumper (Aron Baynes assists)","home","4","3917376","70.22222222222223","88.0",1,"401070213"
"88"" class=""made"" ","Jaylen Brown makes 15-foot two point shot","home","4","3917376","79.11111111111111","64.0",1,"401070213"
"89"" class=""made"" ","Aron Baynes makes 23-foot three point jumper (Kyrie Irving assists)","home","4","2968439","92.44444444444444","4.0",1,"401070213"
"90"" class=""missed"" ","Aron Baynes misses 23-foot three point jumper","home","4","2968439","88.0","6.0",0,"401070213"
"91"" class=""missed"" ","Marcus Morris misses 29-foot three point jumper","home","4","6462","62.44444444444444","70.0",0,"401070213"
"92"" class=""missed"" ","Marcus Morris misses 27-foot three point jumper","home","4","6462","68.0","76.0",0,"401070213"
"93"" class=""made"" ","Kyrie Irving makes layup (Aron Baynes assists)","home","4","6442","92.44444444444444","50.0",1,"401070213"
"94"" class=""made"" ","Terry Rozier makes 22-foot step back jumpshot","home","4","3074752","70.22222222222223","38.0",1,"401070213"
"95"" class=""missed"" ","Marcus Morris misses 24-foot three point jumper","home","4","6462","88.0","96.0",0,"401070213"
"96"" class=""missed"" ","Al Horford misses 7-foot two point shot","home","4","3213","86.88888888888889","57.99999999999999",0,"401070213"
"97"" class=""made"" ","Marcus Morris makes 26-foot three point jumper (Kyrie Irving assists)","home","4","6462","70.22222222222223","82.0",1,"401070213"
"98"" class=""made"" ","Jaylen Brown makes driving layup (Kyrie Irving assists)","home","4","3917376","90.22222222222223","54.0",1,"401070213"
"99"" class=""missed"" ","Kyrie Irving misses 28-foot three point jumper","home","4","6442","64.66666666666667","72.0",0,"401070213"
"100"" class=""missed"" ","Ben Simmons blocks Gordon Hayward 's 23-foot three point jumper","home","4","4249","92.44444444444444","4.0",0,"401070213"
"101"" class=""missed"" ","Kyrie Irving misses 17-foot step back jumpshot","home","4","6442","74.66666666666667","42.0",0,"401070213"
"102"" class=""missed"" ","Al Horford misses 24-foot three point jumper","home","4","3213","86.88888888888889","96.0",0,"401070213"
"103"" class=""made"" ","Jayson Tatum makes 20-foot two point shot","home","4","4065648","72.44444444444444","44.0",1,"401070213"
"104"" class=""made"" ","Terry Rozier makes 26-foot step back jumpshot","home","4","3074752","66.88888888888889","30.0",1,"401070213"
"107"" class=""missed"" ","Gordon Hayward misses two point shot","home","4","4249","84.66666666666667","52.0",0,"401070213"
"108"" class=""made"" ","Gordon Hayward makes 24-foot three point jumper (Jayson Tatum assists)","home","4","4249","91.33333333333333","96.0",1,"401070213"
"109"" class=""missed"" ","Terry Rozier misses 20-foot step back jumpshot","home","4","3074752","71.33333333333333","48.0",0,"401070213"
"110"" class=""made"" ","Brad Wanamaker makes driving layup","home","4","6507","92.44444444444444","50.0",1,"401070213"
"0"" ","Steven Adams misses two point shot","away","1","2991235","17.77777777777778","50.0",0,"401070214"
"1"" ","Paul George misses 26-foot three point jumper","away","1","4251","28.888888888888886","78.0",0,"401070214"
"2"" ","Dennis Schroder misses 14-foot step back jumpshot","away","1","3032979","18.88888888888889","36.0",0,"401070214"
"3"" ","Kevin Durant blocks Steven Adams 's 4-foot layup","away","1","2991235","7.777777777777778","54.0",0,"401070214"
"4"" ","Patrick Patterson makes 2-foot layup (Steven Adams assists)","away","1","4264","6.666666666666667","52.0",1,"401070214"
"6"" ","Patrick Patterson misses 8-foot two point shot","away","1","4264","10.0","36.0",0,"401070214"
"9"" ","Patrick Patterson misses 16-foot jumper","away","1","4264","22.22222222222222","52.0",0,"401070214"
"14"" ","Dennis Schroder misses 26-foot three point jumper","away","1","3032979","32.22222222222222","66.0",0,"401070214"
"15"" ","Patrick Patterson misses 27-foot three point jumper","away","1","4264","34.44444444444444","52.0",0,"401070214"
"16"" ","Dennis Schroder makes 25-foot three pointer (Paul George assists)","away","1","3032979","23.333333333333332","12.0",1,"401070214"
"17"" ","Dennis Schroder misses three point jumper","away","1","3032979","4.444444444444445","94.0",0,"401070214"
"20"" ","Damian Jones blocks Steven Adams's jumper","away","1","2991235","12.222222222222221","50.0",0,"401070214"
"21"" ","Steven Adams makes layup (Paul George assists)","away","1","2991235","5.555555555555555","48.0",1,"401070214"
"22"" ","Patrick Patterson misses 12-foot two point shot","away","1","4264","8.88888888888889","26.0",0,"401070214"
"23"" ","Kevon Looney blocks Steven Adams 's 5-foot jumper","away","1","2991235","10.0","48.0",0,"401070214"
"26"" ","Paul George makes 11-foot two point shot","away","1","4251","16.666666666666664","52.0",1,"401070214"
"29"" ","Paul George misses 26-foot three point pullup jump shot","away","1","4251","32.22222222222222","38.0",0,"401070214"
"30"" ","Paul George misses 25-foot three point pullup jump shot","away","1","4251","28.888888888888886","26.0",0,"401070214"
"31"" ","Raymond Felton misses 28-foot three point jumper","away","1","2753","30.0","16.0",0,"401070214"
"32"" ","Paul George misses jumper","away","1","4251","11.11111111111111","48.0",0,"401070214"
"33"" ","Nerlens Noel makes dunk","away","1","2991280","4.444444444444445","50.0",1,"401070214"
"34"" ","Alex Abrines makes driving layup (Paul George assists)","away","1","2995702","6.666666666666667","48.0",1,"401070214"
"35"" ","Raymond Felton misses 26-foot three point pullup jump shot","away","1","2753","24.444444444444443","86.0",0,"401070214"
"39"" ","Jerami Grant misses two point shot","away","2","2991070","12.222222222222221","50.0",0,"401070214"
"40"" ","Jerami Grant misses 26-foot three point jumper","away","2","2991070","26.666666666666668","84.0",0,"401070214"
"41"" ","Raymond Felton makes two point shot (Jerami Grant assists)","away","2","2753","8.88888888888889","48.0",1,"401070214"
"42"" ","Hamidou Diallo makes 20-foot jumper (Nerlens Noel assists)","away","2","4080610","22.22222222222222","26.0",1,"401070214"
"43"" ","Nerlens Noel misses hook shot","away","2","2991280","13.333333333333334","50.0",0,"401070214"
"44"" ","Jordan Bell blocks Hamidou Diallo 's 2-foot layup","away","2","4080610","6.666666666666667","54.0",0,"401070214"
"45"" ","Steven Adams misses layup","away","2","2991235","5.555555555555555","50.0",0,"401070214"
"46"" ","Steven Adams makes tip shot","away","2","2991235","5.555555555555555","48.0",1,"401070214"
"47"" ","Jerami Grant makes 28-foot three point jumper (Dennis Schroder assists)","away","2","2991070","33.33333333333333","26.0",1,"401070214"
"48"" ","Alex Abrines misses 26-foot three point jumper","away","2","2995702","23.333333333333332","90.0",0,"401070214"
"49"" ","Hamidou Diallo misses layup","away","2","4080610","7.777777777777778","48.0",0,"401070214"
"50"" ","Steven Adams makes tip shot","away","2","2991235","4.444444444444445","50.0",1,"401070214"
"51"" ","Dennis Schroder misses 18-foot jumper","away","2","3032979","22.22222222222222","32.0",0,"401070214"
"52"" ","Paul George misses 18-foot pullup jump shot","away","2","4251","18.88888888888889","74.0",0,"401070214"
"55"" ","Dennis Schroder misses driving floating jump shot","away","2","3032979","14.444444444444443","36.0",0,"401070214"
"56"" ","Dennis Schroder makes 12-foot jumper","away","2","3032979","8.88888888888889","72.0",1,"401070214"
"57"" ","Paul George misses 26-foot three point jumper","away","2","4251","33.33333333333333","54.0",0,"401070214"
"58"" ","Dennis Schroder misses 10-foot two point shot","away","2","3032979","7.777777777777778","32.0",0,"401070214"
"59"" ","Dennis Schroder makes 18-foot pullup jump shot (Steven Adams assists)","away","2","3032979","23.333333333333332","54.0",1,"401070214"
"60"" ","Paul George misses 26-foot three point jumper","away","2","4251","28.888888888888886","78.0",0,"401070214"
"63"" ","Dennis Schroder makes 7-foot driving floating jump shot","away","2","3032979","10.0","40.0",1,"401070214"
"64"" ","Alex Abrines makes 26-foot three pointer (Steven Adams assists)","away","2","2995702","31.11111111111111","72.0",1,"401070214"
"65"" ","Alex Abrines misses 26-foot three point jumper","away","2","2995702","32.22222222222222","32.0",0,"401070214"
"66"" ","Raymond Felton misses 9-foot hook shot","away","2","2753","12.222222222222221","60.0",0,"401070214"
"67"" ","Alex Abrines misses driving floating jump shot","away","2","2995702","16.666666666666664","32.0",0,"401070214"
"68"" ","Paul George makes 4-foot two point shot","away","3","4251","8.88888888888889","46.0",1,"401070214"
"69"" ","Paul George makes 20-foot two point shot","away","3","4251","23.333333333333332","70.0",1,"401070214"
"70"" ","Patrick Patterson misses 25-foot three point jumper","away","3","4264","20.0","8.0",0,"401070214"
"71"" ","Patrick Patterson misses 26-foot three point jumper","away","3","4264","27.77777777777778","20.0",0,"401070214"
"72"" ","Paul George makes 27-foot three pointer (Steven Adams assists)","away","3","4251","34.44444444444444","48.0",1,"401070214"
"73"" ","Paul George makes 21-foot step back jumpshot (Dennis Schroder assists)","away","3","4251","23.333333333333332","26.0",1,"401070214"
"74"" ","Dennis Schroder makes driving layup","away","3","3032979","6.666666666666667","54.0",1,"401070214"
"75"" ","Patrick Patterson makes 26-foot three point jumper (Paul George assists)","away","3","4264","28.888888888888886","78.0",1,"401070214"
"76"" ","Paul George makes 26-foot three pointer (Dennis Schroder assists)","away","3","4251","33.33333333333333","54.0",1,"401070214"
"77"" ","Dennis Schroder makes 27-foot three pointer (Paul George assists)","away","3","3032979","28.888888888888886","18.0",1,"401070214"
